5825,8.01404e+07,0
5840,8.21156e+07,0
5855,8.41242e+07,0
5870,8.61666e+07,0
5885,8.82434e+07,0
5900,9.03547e+07,0
5915,9.25012e+07,0
5930,9.4683e+07,0
5945,9.69008e+07,0
5960,9.91548e+07,0
5975,1.01445e+08,0
5990,1.03773e+08,0
6005,1.06138e+08,0
6020,1.08542e+08,0
6035,1.10983e+08,0
