1250,2.81204e+07,-33.0071
1265,2.72331e+07,-32.7886
1280,2.63622e+07,-32.5708
1295,2.55078e+07,-32.3536
1310,2.46698e+07,-32.1372
1325,2.38482e+07,-31.9214
1340,2.3043e+07,-31.7063
1355,2.2254e+07,-31.4917
1370,2.14813e+07,-31.278
1385,2.07247e+07,-31.0648
1400,1.99843e+07,-30.8523
1415,1.926e+07,-30.6404
1430,1.85516e+07,-30.4293
1445,1.78591e+07,-30.2187
1460,1.71823e+07,-30.0087
1475,1.65213e+07,-29.7995
1490,1.58759e+07,-29.5907
1505,1.5246e+07,-29.3827
1520,1.46314e+07,-29.1751
1535,1.40322e+07,-28.9683
1550,1.34481e+07,-28.7621
1565,1.2879e+07,-28.5565
1580,1.23248e+07,-28.3513
1595,1.17853e+07,-28.1469
1610,1.12605e+07,-27.943
1625,1.07502e+07,-27.7397
1640,1.02542e+07,-27.5368
1655,9.77248e+06,-27.3348
1670,9.30477e+06,-27.1331
1685,8.85097e+06,-26.932
1700,8.41092e+06,-26.7315
1715,7.98447e+06,-26.5316
1730,7.57144e+06,-26.3323
1745,7.17169e+06,-26.1335
1760,6.78504e+06,-25.9352
1775,6.41134e+06,-25.7374
1790,6.0504e+06,-25.5402
1805,5.70207e+06,-25.3435
1820,5.36616e+06,-25.1473
1835,5.04251e+06,-24.9518
1850,4.73093e+06,-24.7566
1865,4.43126e+06,-24.5621
1880,4.14331e+06,-24.3679
1895,3.86691e+06,-24.1743
1910,3.60186e+06,-23.9814
1925,3.34799e+06,-23.7887
1940,3.10512e+06,-23.5968
1955,2.87306e+06,-23.4053
1970,2.65162e+06,-23.2142
1985,2.44062e+06,-23.0237
2000,2.23987e+06,-22.8336
2015,2.04919e+06,-22.6439
2030,1.86839e+06,-22.4549
2045,1.69727e+06,-22.2663
2060,1.53566e+06,-22.0781
2075,1.38335e+06,-21.8905
2090,1.24016e+06,-21.7034
2105,1.10591e+06,-21.5166
2120,980394,-21.3304
2135,863432,-21.1446
2150,754830,-20.9594
2165,654401,-20.7745
2180,561953,-20.5902
2195,477298,-20.4062
2210,400246,-20.2228
2225,330609,-20.0397
2240,268197,-19.8572
2255,212823,-19.6751
2270,164299,-19.4934
2285,122438,-19.3122
2300,87053.3,-19.1312
2315,57959,-18.951
2330,34969.8,-18.7711
2345,17901.1,-18.5915
2360,6569.33,-18.4125
2375,791.367,-18.2338
2390,385.167,-18.0556
2405,5169.52,-17.8779
2420,14964.2,-17.7004
2435,29589.9,-17.5236
2450,48868.5,-17.347
2465,72622.7,-17.171
2480,100677,-16.9952
2495,132855,-16.82
2510,168985,-16.6452
2525,208893,-16.4708
2540,252408,-16.2968
2555,299361,-16.123
2570,349583,-15.9498
2585,402906,-15.7771
2600,459165,-15.6046
2615,518195,-15.4326
2630,579834,-15.2611
2645,643920,-15.0898
2660,710294,-14.919
2675,778796,-14.7487
2690,849270,-14.5786
2705,921561,-14.409
2720,995516,-14.2397
2735,1.07098e+06,-14.071
2750,1.14781e+06,-13.9026
2765,1.22585e+06,-13.7345
2780,1.30496e+06,-13.5668
2795,1.38499e+06,-13.3996
2810,1.46581e+06,-13.2328
2825,1.54725e+06,-13.0663
2840,1.6292e+06,-12.9001
2855,1.71151e+06,-12.7343
2870,1.79405e+06,-12.569
2885,1.87668e+06,-12.404
2900,1.95927e+06,-12.2395
2915,2.04169e+06,-12.0753
2930,2.12382e+06,-11.9115
2945,2.20553e+06,-11.7481
2960,2.28669e+06,-11.585
2975,2.36719e+06,-11.4223
2990,2.4469e+06,-11.26
3005,2.52572e+06,-11.0982
3020,2.60351e+06,-10.9366
3035,2.68018e+06,-10.7754
3050,2.75561e+06,-10.6146
3065,2.82969e+06,-10.4543
3080,2.90232e+06,-10.2943
3095,2.9734e+06,-10.1346
3110,3.04281e+06,-9.97533
3125,3.11047e+06,-9.81637
3140,3.17628e+06,-9.65793
3155,3.24013e+06,-9.49983
3170,3.30195e+06,-9.34207
3185,3.36164e+06,-9.18466
3200,3.41911e+06,-9.02759
3215,3.47428e+06,-8.87103
3230,3.52707e+06,-8.71482
3245,3.57739e+06,-8.55895
3260,3.62518e+06,-8.40343
3275,3.67035e+06,-8.24841
3290,3.71283e+06,-8.09375
3305,3.75256e+06,-7.93942
3320,3.78947e+06,-7.78544
3335,3.82349e+06,-7.63198
3350,3.85456e+06,-7.47886
3365,3.88262e+06,-7.32608
3380,3.90762e+06,-7.17381
3395,3.9295e+06,-7.02189
3410,3.94821e+06,-6.87032
3425,3.96371e+06,-6.71908
3440,3.97595e+06,-6.56837
3455,3.98488e+06,-6.41799
3470,3.99048e+06,-6.26813
3485,3.99269e+06,-6.11861
3500,3.99149e+06,-5.96944
3515,3.98685e+06,-5.82078
3530,3.97874e+06,-5.67264
3545,3.96713e+06,-5.52484
3560,3.95201e+06,-5.37738
3575,3.93335e+06,-5.23044
3590,3.91114e+06,-5.08384
3605,3.88537e+06,-4.93793
3620,3.85603e+06,-4.79218
3635,3.82312e+06,-4.64713
3650,3.78662e+06,-4.50242
3665,3.74655e+06,-4.35822
3680,3.70291e+06,-4.21454
3695,3.65571e+06,-4.07138
3710,3.60495e+06,-3.92856
3725,3.55066e+06,-3.78642
3740,3.49286e+06,-3.64463
3755,3.43156e+06,-3.50352
3770,3.3668e+06,-3.36293
3785,3.29861e+06,-3.22286
3800,3.22702e+06,-3.08347
3815,3.15207e+06,-2.94459
3830,3.07382e+06,-2.80641
3845,2.9923e+06,-2.66891
3860,2.90758e+06,-2.53192
3875,2.81971e+06,-2.39562
3890,2.72877e+06,-2.26018
3905,2.63482e+06,-2.12543
3920,2.53794e+06,-1.99136
3935,2.43821e+06,-1.85832
3950,2.33574e+06,-1.72597
3965,2.23062e+06,-1.59482
3980,2.12296e+06,-1.46453
3995,2.01288e+06,-1.33527
4010,1.90051e+06,-1.20721
4025,1.786e+06,-1.08052
4040,1.66951e+06,-0.95521
4055,1.55122e+06,-0.831442
4070,1.43133e+06,-0.709734
4085,1.31008e+06,-0.589914
4100,1.18773e+06,-0.472841
4115,1.06462e+06,-0.358858
4130,941152,-0.249166
4145,817878,-0.145311
4160,695637,-0.0515842
4175,576472,0
4190,466967,0
4205,368930,0
4220,282376,0
4235,207324,0
4250,143795,0
4265,91815.5,0
4280,51412.9,0
4295,22619.7,0
4310,5471.29,0
4325,6.51367,0
4340,6267.6,0
4355,24300.2,0
4370,54153.3,0
4385,95879.4,0
4400,149534,0
4415,215177,0
4430,292871,0
4445,382681,0
4460,484677,0
4475,598933,0
4490,725523,0
4505,864529,0
4520,1.01603e+06,0
4535,1.18012e+06,0
4550,1.35688e+06,0
4565,1.54641e+06,0
4580,1.7488e+06,0
4595,1.96416e+06,0
4610,2.19258e+06,0
4625,2.43418e+06,0
4640,2.68906e+06,0
4655,2.95734e+06,0
4670,3.23914e+06,0
4685,3.53457e+06,0
4700,3.84376e+06,0
4715,4.16683e+06,0
4730,4.50393e+06,0
4745,4.85517e+06,0
4760,5.2207e+06,0
4775,5.60066e+06,0
4790,5.9952e+06,0
4805,6.40445e+06,0
4820,6.82857e+06,0
4835,7.26773e+06,0
4850,7.72206e+06,0
4865,8.19174e+06,0
4880,8.67693e+06,0
4895,9.17779e+06,0
4910,9.69451e+06,0
4925,1.02272e+07,0
4940,1.07762e+07,0
4955,1.13415e+07,0
4970,1.19234e+07,0
4985,1.2522e+07,0
5000,1.31376e+07,0
5015,1.37704e+07,0
5030,1.44204e+07,0
5045,1.50881e+07,0
5060,1.57734e+07,0
5075,1.64767e+07,0
5090,1.71982e+07,0
5105,1.79381e+07,0
5120,1.86966e+07,0
5135,1.94739e+07,0
5150,2.02702e+07,0
5165,2.10859e+07,0
5180,2.1921e+07,0
5195,2.27759e+07,0
5210,2.36508e+07,0
5225,2.45459e+07,0
5240,2.54615e+07,0
5255,2.63978e+07,0
5270,2.73551e+07,0
5285,2.83336e+07,0
5300,2.93336e+07,0
5315,3.03554e+07,0
5330,3.13991e+07,0
5345,3.24652e+07,0
5360,3.35539e+07,0
5375,3.46653e+07,0
5390,3.57999e+07,0
5405,3.69579e+07,0
5420,3.81396e+07,0
5435,3.93453e+07,0
5450,4.05753e+07,0
5465,4.18298e+07,0
5480,4.31092e+07,0
5495,4.44138e+07,0
5510,4.57438e+07,0
5525,4.70996e+07,0
5540,4.84816e+07,0
5555,4.98899e+07,0
5570,5.13251e+07,0
5585,5.27872e+07,0
5600,5.42768e+07,0
5615,5.57941e+07,0
5630,5.73394e+07,0
5645,5.89132e+07,0
5660,6.05157e+07,0
5675,6.21472e+07,0
5690,6.38082e+07,0
5705,6.5499e+07,0
5720,6.72199e+07,0
5735,6.89713e+07,0
5750,7.07535e+07,0
5765,7.2567e+07,0
5780,7.4412e+07,0
5795,7.6289e+07,0
5810,7.81984e+07,0
